# Spin-echo spectrometer data file
# Start Time 13:4:10 11/9/2023

# System Status at:  13:4:10 11/9/2023
sample description: Microscope
comment:  
nozzle pressure: unused
nozzle temperature: +40.661
source backing pressure: Can't open [ /home/sudy/status/edwardsagc1.status ] at /home/sudy/bin/get_value line 16.
scattering chamber pressure by tpg:  1.3400E-08
crystal temperature: 99.99
manipulator desired alpha: 88.500000
manipulator desired beta: 0.000000
manipulator desired gamma: 0.050000
specular ga: 
detector pressure: Can't open [ /home/sudy/status/ionivac2.status ] at /home/sudy/bin/get_value line 16.
attenuation staus: /bin/bash: read_attenuation.sh: command not found

beam_prperties:
G5 0.707595
Psourse 3.08219e-05
p303 0.242421
p3053 0.001470
wika1 0.985755
wika2 -0.004152
wika3 1.015445
comp 0.042801
Gas:He3

channeltron voltage: 

# scan_1d(1.000000,0.264030,0.284030,41,1,1,1)
# Calibrated current I1
# solenoid:1.000000
# min_value:0.264030
# max_value:0.284030
I1-I2-A:1.020597
I1-I2-B:-0.000640
# other_solenoid_current:0
# numsteps:41
# numloops:1
# count_time:1
# savemode:1
# angular data
# X flag position:10.000000
# Y flag position:10.000000
# loop number 1
3.414808e-10 2.640300e-01 2.640300e-01 0
3.384821e-10 2.645300e-01 2.645300e-01 0
3.375855e-10 2.650300e-01 2.650300e-01 0
3.455304e-10 2.655300e-01 2.655300e-01 0
3.506307e-10 2.660300e-01 2.660300e-01 0
3.456367e-10 2.665300e-01 2.665300e-01 0
3.421733e-10 2.670300e-01 2.670300e-01 0
3.455385e-10 2.675300e-01 2.675300e-01 0
3.489926e-10 2.680300e-01 2.680300e-01 0
3.459724e-10 2.685300e-01 2.685300e-01 0
3.355547e-10 2.690300e-01 2.690300e-01 0
3.382911e-10 2.695300e-01 2.695300e-01 0
3.463417e-10 2.700300e-01 2.700300e-01 0
3.422346e-10 2.705300e-01 2.705300e-01 0
3.452091e-10 2.710300e-01 2.710300e-01 0
3.419021e-10 2.715300e-01 2.715300e-01 0
3.456165e-10 2.720300e-01 2.720300e-01 0
3.443964e-10 2.725300e-01 2.725300e-01 0
3.405311e-10 2.730300e-01 2.730300e-01 0
3.391118e-10 2.735300e-01 2.735300e-01 0
3.387617e-10 2.740300e-01 2.740300e-01 0
3.421947e-10 2.745300e-01 2.745300e-01 0
3.465114e-10 2.750300e-01 2.750300e-01 0
3.430780e-10 2.755300e-01 2.755300e-01 0
3.455824e-10 2.760300e-01 2.760300e-01 0
3.439976e-10 2.765300e-01 2.765300e-01 0
3.431856e-10 2.770300e-01 2.770300e-01 0
3.347978e-10 2.775300e-01 2.775300e-01 0
3.382605e-10 2.780300e-01 2.780300e-01 0
3.471870e-10 2.785300e-01 2.785300e-01 0
3.484815e-10 2.790300e-01 2.790300e-01 0
3.410241e-10 2.795300e-01 2.795300e-01 0
3.402026e-10 2.800300e-01 2.800300e-01 0
3.398574e-10 2.805300e-01 2.805300e-01 0
3.445629e-10 2.810300e-01 2.810300e-01 0
3.488269e-10 2.815300e-01 2.815300e-01 0
3.491290e-10 2.820300e-01 2.820300e-01 0
3.427743e-10 2.825300e-01 2.825300e-01 0
3.486112e-10 2.830300e-01 2.830300e-01 0
3.404343e-10 2.835300e-01 2.835300e-01 0
3.440299e-10 2.840300e-01 2.840300e-01 0
# finish Time 13:5:29 11/9/2023
